house,name,load_type,capacity,charging_power,charging_efficiency,soc,min_chargingtime,min_dischargingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,target_soc,hour_start,hour_end,leakage,trip_distance,trip_time,km_per_kwh,with_dr,with_v2g,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime
H034,EV034,ev,237146177.7569286,7080.205652927014,0.8990578385213253,0.7498010163592475,5,5,56,24,5,5,0.9900163595311625,19.065382600724774,6.899772933402886,9.999999996346425e-08,17.703287715205114,1.689025751898491,6.381748943953236,True,False,0,0,0,0,1,39.71834951691592,AN,230.0,0.0,50.0,236.29.168.153,10311,224.0.2.0,10000,17.540492917552637,4.872424210242039,17.65414217214964,6.2174153434659365,18.0315983817966,6.67067286692716,17.46188494759711,5.945996446975323,17.977260316301294,5.216265208498535,17.442801858877743,4.68273820273011,18.43502015173648,6.823846896424698,18.07623068900563,6.422092320163929,17.78045291184145,6.890476257406179,17.660645682796222,6.05061084879594,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,20.55952434327895,5.064172565459109,48.64096121036559,44.640635560775465
H035,EV035,ev,198229215.11363885,2660.838051092061,0.8968546127438812,0.8356266695696781,5,5,5,13,5,5,0.9900325680904878,19.89870658216702,6.875246312989833,1.00000000048195e-07,11.552131627264881,0.8460641145788417,6.416526266737405,True,False,0,0,0,0,1,53.76381737235151,BN,230.0,120.0,50.0,224.196.226.16,10912,224.0.2.0,10000,18.379678347692412,4.965880673617847,16.99597362912346,6.126366816631573,17.476467852379166,5.652382001567389,17.821054704200424,6.4054945187909045,17.73010678615369,4.2362507971344145,17.22812768609958,6.59565421849269,19.29477798875917,7.309026407019561,18.19659143714413,7.311581846304,17.811888402821538,5.014613667758102,17.432665745010592,4.8420085554652506,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,9.391774939215036,49.03554623756671,42.40989650063902,58.44731558435702
H036,EV036,ev,172093123.50626162,3230.213129699961,0.9013517232760994,0.7905621201012738,5,5,35,42,5,5,0.9900795613982991,20.38192148535584,6.976568670397765,1.0000000006391955e-07,11.859814716807403,1.5205051785652235,6.371035523742544,True,False,1,0,0,0,0,68.4523942468146,CN,230.0,-120.0,50.0,226.225.213.45,10785,224.0.2.0,10000,18.612013800431416,4.6106048576477825,18.109189853452495,7.200992545543588,17.51125486231713,5.754568422117963,17.38041651874911,7.3996204484210315,18.948279200988356,5.8446652328874515,18.411234321272804,4.785233311355148,17.64399625729142,6.8334660619576475,18.44516613209882,7.395166051508264,17.562473231425535,5.628526338338617,16.906483816173473,5.648824945068769,battery,ford_focus_33kwh,0,0,0,0,0,0,0,52.191100401027356,39.02569415061789,57.96760695311029,11.131908878825497
H037,EV037,ev,96622560.66599518,3655.838429145876,0.9025520767352097,0.7244763164696129,5,5,3,32,5,5,0.9900762414861314,20.813463458910007,6.9729979896942424,1.0000000006290778e-07,37.227409198608115,0.34982720732154116,6.926552034120281,True,False,0,0,0,0,0,39.183079119539926,AN,230.0,0.0,50.0,227.47.144.32,10290,224.0.2.0,10000,18.654222908302422,7.260926649704815,18.283698136258803,4.582237960223008,17.8094754583751,6.313064858889336,18.616748746839026,6.272060149671092,17.649115587223147,4.993681153019339,18.079041060508953,4.882181291926068,17.907281114751274,5.557009063885947,17.562738076181574,6.537977316968642,18.43726680088057,6.568573750627808,18.408153168784647,6.106281280186309,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,15.541714919311705,44.46018615775664,21.538938477168113,36.26126042930459
H038,EV038,ev,99725267.96509433,2772.8583012284744,0.8999521292218933,0.7956359740386478,5,5,29,28,5,5,0.9900153936610929,20.98152289700107,6.844910069496436,1.0000000001246529e-07,16.710607558577276,0.3026344786778441,6.510631918768331,True,False,0,0,0,0,0,49.75764249190884,BN,230.0,120.0,50.0,224.169.194.200,11611,224.0.2.0,10000,18.21740272426873,6.626339285634213,18.598998932206907,6.873887654184895,18.09868374390557,5.942947893867098,18.026216998769616,4.966344594755185,17.55673334803597,8.112685041263724,18.709851895273676,7.635441140087222,18.353950488438553,7.1744264185686655,18.075779209683727,5.05414979653256,18.43659664938366,6.850651075460725,18.423626104666514,5.594372282091295,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,1.4027006682650534,33.57033009317547,18.095372458404835,33.20574652821114
H039,EV039,ev,192768170.11874282,2716.148243328893,0.9007383847689808,0.5489166604209018,5,5,54,59,5,5,0.9900388468113893,18.11976374597443,6.809723680720548,9.99999999215963e-08,23.651068376788544,0.9821514777684286,6.677708013145722,True,False,0,0,0,0,1,27.1541775887391,CN,230.0,-120.0,50.0,232.47.226.218,11380,224.0.2.0,10000,18.019403986406903,4.433909609548935,18.23736721168369,7.6946823770468225,17.71836197811253,5.832061202982024,18.529649151117358,5.158799972603517,18.46667786251449,6.117123929961147,16.61701209110262,7.741423890051487,17.478207353636684,5.868356462472199,18.577891163257004,4.495165623902205,18.335204252527213,6.594379723938758,17.96621466483354,5.478902646710534,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,10.471027981411613,14.287782141389485,35.86742888494303,46.83490652315084
H040,EV040,ev,161735467.550772,1843.293829819944,0.9031483319736562,0.7336596585881336,5,5,13,38,5,5,0.9900061032540318,18.401744133781524,6.764480922210695,9.999999991573041e-08,25.348500114535373,1.125626980780831,6.54902599749717,True,False,0,0,0,0,0,38.259605535420675,AN,230.0,0.0,50.0,231.56.136.118,12367,224.0.2.0,10000,17.74425870512669,5.572023516839966,17.6911217272278,6.7624867247201275,17.97952451760449,4.524952929283451,18.112048136002358,6.163987752337794,18.476144069413998,4.260012967495797,18.05299104638216,6.898382786249032,16.999643719523423,5.152853956915776,18.476775785659164,5.472895058944383,17.966649155492753,6.2729288479341125,18.006579744078298,4.348015978921382,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,56.48499394295322,52.52295655695526,49.93114624725798,55.22043559674729
H041,EV041,ev,59363103.23585797,3775.4693641320996,0.9016360793178675,0.754518494775054,5,5,8,57,5,5,0.9900039740128211,20.57855013375367,6.979190013304513,1.0000000001467824e-07,36.96788893514267,1.3752064054140827,6.869215645099699,True,False,0,0,0,0,1,73.55428486389314,BN,230.0,120.0,50.0,230.223.137.66,10125,224.0.2.0,10000,17.36541235048358,6.218403471215033,17.458868252981233,6.308710491762154,17.372215848045244,6.506755257211411,17.548947165218316,5.140864022626641,17.9615296097801,4.958328955275935,17.18157324706758,6.131277883984159,18.16360833985522,4.43153093593579,19.26942093700749,5.547521045088241,17.564323083700273,4.465275190622613,18.400334404406316,4.026236635510141,battery,tesla_3_75kwh,0,0,0,0,0,0,0,27.203592302082797,59.27308416903157,17.011111666174727,52.00610254202772
H042,EV042,ev,179506236.23049903,3635.046042920948,0.9012353413778796,0.6233112375953598,5,5,0,19,5,5,0.990036943469519,19.292338111498058,6.994372897554811,9.999999985079886e-08,34.30526229203785,0.41246320202481757,6.171575476403549,True,False,0,1,0,0,1,37.37932034234363,CN,230.0,-120.0,50.0,235.46.27.4,11765,224.0.2.0,10000,18.999264484829453,5.358719628816706,18.774058425617905,7.387766551819025,17.912027652163484,6.966703553998716,18.29875191546235,5.202695890343622,18.04231225591485,4.439415196000988,17.97485828478238,3.8025384981805446,19.110708734900317,7.616911400034519,18.031549370980635,5.920942244922386,17.93707887840063,7.273979503867064,18.020460352631257,5.413643861072616,battery,ford_focus_33kwh,0,0,0,0,0,0,0,17.935194476698634,27.149238442034846,7.222533231491714,34.00317807363773
H043,EV043,ev,222506192.80191514,2766.1212082557436,0.9030758453373684,0.8677889182217734,5,5,13,59,5,5,0.9900100808363901,20.396625178515237,6.633808058032766,1.0000000020645158e-07,40.067192503117,1.4911316604917597,6.422586568625888,True,False,0,1,0,0,0,44.89053306847872,AN,230.0,0.0,50.0,235.167.180.104,11526,224.0.2.0,10000,18.622062947268706,8.118968653228231,17.937067023296425,6.000847803691837,18.13002120700035,5.686113553243472,17.93039369888837,6.915765228410958,17.57364766245336,4.454068486830226,18.180667386947565,5.06090295797141,17.922943698257207,6.273815603683542,17.838640476770887,7.811131934454435,18.217402587943255,5.650711913216661,18.576385452161592,5.022893150856137,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,10.955195832135754,43.428936429843134,57.96282608827575,17.61093812695279
H044,EV044,ev,171373125.99276078,1873.3905838970543,0.9016693435100801,0.8249898987508251,5,5,46,39,5,5,0.990017309376483,17.57728292124839,6.881170230345989,9.999999991018498e-08,13.866371408789005,1.206253836992637,6.951613546812398,True,False,0,1,0,0,1,37.109023107323495,BN,230.0,120.0,50.0,232.117.59.134,12771,224.0.2.0,10000,17.86255175636481,6.453993177766811,18.18079544841438,6.53538079056322,18.19048343689995,5.636299354642456,18.462532737161062,6.576663396276615,18.8336177140827,5.005359804985159,17.844815319308285,5.745444898683751,18.03444871754866,5.08352485902197,17.642543248704143,6.869562262770376,17.559035248780365,5.272225427284441,18.825901416555773,4.945662176326892,battery,tesla_3_75kwh,0,0,0,0,0,0,0,12.874170348674062,43.669165825572044,33.540427776969096,36.93993776183745
H045,EV045,ev,89053735.64995737,6460.057126365564,0.8992686089413118,0.6589890681602049,5,5,18,34,5,5,0.9900645930908958,17.76703862490772,6.807811201539404,9.999999998467615e-08,19.821374942696824,1.0022476825976043,6.484207803549173,True,False,0,0,0,0,1,32.232963598523355,CN,230.0,-120.0,50.0,238.61.73.212,12939,224.0.2.0,10000,18.112482808289094,6.445587972469842,17.989111280192255,5.781343168958759,18.23386931016134,7.335132876032705,17.927519056279923,6.432311767317669,18.20168685363839,4.900224741064678,17.90052991092916,7.20269437239499,17.9253945974001,5.2237705872763645,18.296228624665044,7.337431672242661,18.630770921256303,6.696960708341095,17.536035205562516,5.055844600212895,battery,ford_focus_33kwh,0,0,0,0,0,0,0,46.11470636309632,48.71345750700303,33.23634365590041,30.171238011451752
H046,EV046,ev,275664375.0835978,4946.401995658668,0.8984047693731643,0.937307082735908,5,5,18,52,5,5,0.9900679180850728,18.705277331970187,6.907889473775081,9.999999995075214e-08,49.061061256767545,0.5027761849633324,6.514913735287253,True,False,0,0,0,0,1,46.490740706221175,AN,230.0,0.0,50.0,237.52.148.107,10580,224.0.2.0,10000,18.263942249847105,5.165730437860091,18.238261936635695,4.83875834925343,17.625741918324575,6.875753288632473,17.903824130293092,5.649324962915312,17.171998931955574,4.973899097916719,18.138064916818372,6.8214319737680835,18.08989865417974,6.20097845022174,18.582798061970692,4.037863991195849,18.154583762581836,7.672431411192235,19.49863575233847,4.424195302839172,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,59.665350384528224,18.012961904914846,13.219481410135986,31.767718524819657
H047,EV047,ev,40871104.91770189,6457.405895524149,0.8986910637187445,0.5279549343498341,5,5,10,0,5,5,0.9900356712592312,17.78928797461687,6.85078390185661,1.0000000000428978e-07,27.831173999444992,0.5756538532790673,6.629280930615832,True,False,1,0,0,0,0,60.525215228709364,BN,230.0,120.0,50.0,224.101.75.72,12662,224.0.2.0,10000,17.44733764914893,7.373594287813596,18.08302681137899,5.363294847481188,17.96620035035064,5.9042575141653195,18.361405613952222,4.848512984548578,17.717418772818096,6.007839885457544,17.918010717127764,5.636793797694627,18.70647866231749,6.470677909726957,18.08213051936339,5.649988407595156,18.312449243322426,7.5184564225267225,16.77756197234551,6.037395237237304,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,19.44648977529115,8.366242909099741,59.50303264424236,3.0579428423286785
H048,EV048,ev,205029597.51914218,2568.011872329604,0.8996135924535058,0.6953303943532079,5,5,25,8,5,5,0.9900887933756706,20.89304297888819,6.871355409281951,9.999999998014482e-08,12.274704607898354,1.12915734268737,6.674660674920254,True,False,0,0,0,0,1,26.452940308108545,CN,230.0,-120.0,50.0,231.41.113.246,11495,224.0.2.0,10000,18.177053446225642,5.598478759205501,17.6704504776623,6.023352488300696,18.16088953128169,6.088173941615269,17.740343303771706,4.326139840963675,18.063632402629143,5.93927884473814,17.791150782853823,5.442499893805311,17.574267059201876,4.733272057728927,18.200643368088812,6.2234440319252595,18.19274174585574,5.780398594312048,17.966159047453655,5.929423447678888,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,7.280833094408963,32.54625065665901,21.745184652530224,52.64012086977072
H049,EV049,ev,36623686.55567672,2796.3047784122296,0.8981618182404076,0.9259467842905831,5,5,15,59,5,5,0.9900889293943412,20.922555745898116,6.948722439501374,1.0000000003458504e-07,27.20838086316155,0.30824904760589505,6.470411366401549,True,False,0,0,0,0,0,64.16059974087221,AN,230.0,0.0,50.0,236.200.16.191,10057,224.0.2.0,10000,18.204016031664047,6.446067919280098,17.40612441867621,5.073608097240032,18.10521234749479,4.750160400284764,19.633150416384083,6.414700826435135,17.708675752566602,7.441726018904777,18.931126761273813,4.828229899572877,17.256198384953628,4.092607888017529,17.175438758464658,7.261317065930276,17.834405745618987,5.657132569285695,17.95051850496687,5.850847023470521,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,46.45010948643154,44.619936564268656,58.68849168845704,52.372244974579026
H050,EV050,ev,57053332.43822665,4641.059345731552,0.8971610189461823,0.6546998679981332,5,5,40,48,5,5,0.990003824963651,17.087076176113886,6.796559163860117,1.0000000010619249e-07,43.20297629027999,0.7108796149514961,6.676851970250842,True,False,0,0,0,0,1,76.95318699264197,BN,230.0,120.0,50.0,230.211.36.11,12322,224.0.2.0,10000,18.10114834691724,7.134099146451306,17.471135571813516,5.843202236233802,17.55670543720978,7.042525953157282,17.251046309022737,6.333106430877686,18.066464179520292,4.241164974778804,17.646372634306875,6.764016122541902,18.222566959901645,6.275976099392775,17.950248196213053,4.988221929062734,17.87027271357357,6.99799252315683,16.74791651859946,6.180391878464085,battery,ford_focus_23kwh,0,0,0,0,0,0,0,12.13755526233951,20.431398778193433,9.23796327935711,49.67810702359307
H051,EV051,ev,278198860.170538,2260.5937757446413,0.8980981208893374,0.7548960614537755,5,5,7,28,5,5,0.9900277448634919,17.964304560775986,6.9878396830772225,9.999999998691651e-08,35.07282251826049,0.3225039632235079,6.417970767387579,True,False,0,0,0,0,0,71.81082131875291,CN,230.0,-120.0,50.0,232.208.199.167,12829,224.0.2.0,10000,17.781452153744752,5.343083343925121,18.123369490352122,5.998150648045282,18.569541831709117,5.974300600010477,17.482874548153216,6.664692135666974,18.393282408581722,6.874672546329474,18.05350563044624,6.366546155828799,17.72711026054586,5.773729245658061,18.675052653453506,4.987539130225249,17.505733921396263,6.508622008629094,17.849770414174916,7.201570652767315,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,43.20131069663065,14.62428806609695,11.420968818510941,12.86729530006756
H052,EV052,ev,185356046.35258976,2390.74893242411,0.9019333382361006,0.5486782810901432,5,5,51,15,5,5,0.9900572192521157,17.78609590844418,6.851710620933429,1.0000000003272096e-07,24.527205894126354,1.7213503060654258,6.209530251762885,True,False,1,0,0,0,1,26.93146248852539,AN,230.0,0.0,50.0,233.249.119.148,12649,224.0.2.0,10000,17.094199876495495,4.845198720640316,17.884742637644134,5.388207999747905,18.362698586353865,3.8966738220970525,17.570865790970622,6.142586956796968,18.706514895387,6.938647617981855,17.685230230762436,4.242193975560175,17.759320876998554,5.888974431481515,17.93191757991292,6.17697629475508,16.632952067065716,5.526940067250266,18.13971284607223,4.756311188817046,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,55.55851075750372,38.25948366092538,56.09371681082809,11.275094124456245
H053,EV053,ev,70248317.8229979,3758.9938347210486,0.9022314236629995,0.917054913212975,5,5,39,46,5,5,0.9900767167525679,20.48482880025991,6.8222778576087535,1.0000000011810467e-07,11.192378986505444,1.0495183167541255,6.7644922105363365,True,False,0,0,0,0,0,46.41653740878548,BN,230.0,120.0,50.0,237.226.136.250,11828,224.0.2.0,10000,17.54987557909155,6.975440218687384,18.868262484993885,4.965934875513311,18.546777197454063,4.357168768379985,18.620024464142904,6.440412227002415,18.51058271424523,5.118532498042278,17.929563035951958,3.9532456600112695,18.476767513879363,5.340957351869453,17.94833903944314,5.119927769150858,17.252254174544657,4.8153301235705195,17.272135098123695,4.810937359444338,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,9.018897781150109,25.08669342945115,25.14865115726628,6.028851247921287
H054,EV054,ev,242895549.84676948,3682.8992486379702,0.9014568002403343,0.8227684304252787,5,5,53,57,5,5,0.990083920411492,18.322428821725488,6.923696455127873,9.999999974330139e-08,22.8867112177638,0.2537415214367699,6.267515938069029,True,False,0,0,0,0,1,54.438236612664795,CN,230.0,-120.0,50.0,230.73.222.114,11511,224.0.2.0,10000,18.43866337003815,6.627288118455631,17.11034157028651,6.871017397930962,18.66880308624983,4.444930326868712,17.63996616293453,4.95764349261675,17.935137003890773,5.684010720805119,19.334915998778516,7.04398196681701,18.14775413715725,6.816530410882638,17.764980765931476,6.385992423173879,17.8090144548351,7.424722349323179,18.68280184737476,5.4783191796445365,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,7.45586487466094,14.847388615112985,57.427044152450264,49.65987021414966
H055,EV055,ev,102032648.09301336,3393.6983691742776,0.8992951810449339,0.6844867044812466,5,5,48,11,5,5,0.9900767168021194,19.779393659586443,6.997192699139511,1.0000000007095543e-07,23.62584112757648,1.3590034436432141,6.035023828881041,True,False,0,0,0,0,1,73.51343524365137,AN,230.0,0.0,50.0,236.100.134.147,12957,224.0.2.0,10000,17.37153653430122,6.311483655779431,18.465854707458604,5.6677318026772,18.132030333412576,6.38710322993132,17.51679929074513,6.321025430541441,18.47186874337108,6.166531405531038,18.516207963961868,6.391085821500552,18.227768540794578,5.744108515161248,17.78978192377306,5.564300227422204,17.13837760446484,5.48761884560625,18.03867217318858,6.034607317166327,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,41.17743228917723,33.39500857745088,12.209894571247476,5.2743880112541435
