house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,p_status,a_status,p_demand,a_demand,mode,d_priority,priority,floor_area,ceiling_height,heating_power_thermal,cooling_power_thermal,heating_power,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,min_cycletime,min_chargingtime,min_dischargingtime
H035,AC035,True,3.995054277556591,22.541873389360642,22.469704359817896,0.1,22.969704359817896,22.041873389360642,23.488291181862685,22.09179869603676,22.06708703277516,0,0,0,0,1,18,2.279999999999994,139.9240571433413,2.4,20100.0,-15100.0,5031.220755351872,-3779.6733037718045,13.99240571433413,1.8053552884671398,120,120,24,78,5,5,2.424391771503522,335.8177371440191,0.7800000000000002,0.21999999999999975,178.0099405296807,890.0497026484036,32280383.009101078,92645397323.29187,1006.0,0.4080690028453014,0.4981089717314962,-1.0607757722281284,CN,230.0,-120.0,50.0,225.234.187.214,12441,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H036,AC036,True,3.9874198212267236,21.688964732267923,21.353032935479522,0.30000000000000004,21.853032935479522,21.188964732267923,20.394144380112134,23.280199857660158,21.65808163720458,0,1,0,0,1,18,6.639999999999901,28.902526838240906,2.4,4200.0,-3100.0,1053.312715566498,-777.4450995847961,2.890252683824091,1.8016231121564477,60,60,54,34,5,5,3.463519541399952,69.36606441177817,0.6000000000000001,0.3999999999999999,45.78941571854256,228.94707859271278,5129071.469837877,34794017908.94792,1006.0,0.446141517644404,0.47388854496906757,0.5075103092803966,AN,230.0,0.0,50.0,232.226.251.245,12384,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H037,AC037,True,4.000146701946169,22.615389472739825,21.506056513364786,0.4,22.006056513364786,22.115389472739825,20.898369188486065,19.440415569045307,21.725984374306336,1,1,0,0,1,18,2.1299999999999972,86.58094029204058,2.4,12500.0,-9400.0,3124.8853933078117,-2349.9138157674747,8.658094029204058,1.7977319749175975,60,120,1,63,5,5,1.8668208411268552,207.7942567008974,0.9200000000000004,0.07999999999999963,114.78573321262617,573.9286660631309,23559269.086027578,20845919832.233932,1006.0,0.5437957564024658,0.4470062898467917,0.15299672472933562,BN,230.0,120.0,50.0,231.23.207.164,10285,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H038,AC038,True,4.000776588008482,21.54924417372628,21.22193563181284,0.1,21.72193563181284,21.04924417372628,23.10259496514048,20.891256144698822,21.954885962326216,0,1,0,0,1,18,4.759999999999941,127.07611486634367,2.4,18300.0,-13700.0,4574.111949877568,-3424.335175591403,12.707611486634368,1.800151805970778,120,60,24,80,5,5,3.24881060949677,304.9826756792248,0.54,0.45999999999999996,164.40237497473254,822.0118748736627,20295949.590012603,175926206638.80405,1006.0,0.5042681791039708,0.4537356793386159,0.9074852747145016,CN,230.0,-120.0,50.0,234.82.128.96,12496,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H039,AC039,True,3.9901795098548094,22.839238239161652,21.30995692429143,0.2,21.80995692429143,22.339238239161652,20.909629757274338,21.427809224023054,22.098544237419613,0,1,0,0,1,18,8.779999999999855,122.54860779471186,2.4,17600.0,-13200.0,4410.829125990978,-3308.1218444932338,12.254860779471187,1.7959801605897476,120,60,116,59,5,5,3.9544574205076337,294.11665870730843,0.7500000000000002,0.24999999999999978,159.15799879912262,795.7899939956131,27184498.929197446,92205572504.7411,1006.0,0.49398934889178703,0.5020104857104077,0.44056114758747417,AN,230.0,0.0,50.0,224.132.138.142,11635,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H040,AC040,True,3.986695841816326,22.393093343528065,21.465157638693675,0.1,21.965157638693675,21.893093343528065,20.940908731163187,20.371189376329333,23.095035573476448,0,0,0,0,0,18,2.279999999999994,34.71329030193146,2.4,5000.0,-3700.0,1254.1714237527626,-928.0868535770443,3.471329030193146,1.8002402214639803,60,60,18,55,5,5,2.6504595028077467,83.3118967246355,0.7400000000000002,0.2599999999999998,52.25206171858223,261.26030859291114,7597648.3216705285,27163010808.10014,1006.0,0.556124485924555,0.5652472004994731,0.0915637289959819,BN,230.0,120.0,50.0,227.144.79.144,11653,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H041,AC041,True,4.004679197738222,21.848590525289712,21.883258013992588,0.30000000000000004,22.383258013992588,21.348590525289712,20.74531469804471,21.756364917190325,21.336958108987712,0,1,0,0,0,18,6.309999999999908,28.01594276611269,2.4,4000.0,-3000.0,998.8315673972426,-749.123675547932,2.801594276611269,1.7957470156014144,120,60,106,109,5,5,3.4611271053713177,67.23826263867045,0.7800000000000002,0.21999999999999975,43.468265524451915,217.34132762225957,6463258.579793184,18549691896.756382,1006.0,0.5012129712968855,0.5411835239890097,-0.33747729537354004,CN,230.0,-120.0,50.0,230.235.70.211,12096,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H042,AC042,True,4.013502537159141,22.1687162748969,21.627142378058753,0.30000000000000004,22.127142378058753,21.6687162748969,19.004194420913493,21.497223744591263,22.047856712835035,1,0,0,0,1,18,3.2499999999999734,38.35937889497175,2.4,5500.0,-4100.0,1370.3741181369826,-1021.5516153384779,3.835937889497175,1.8007405217317771,120,60,32,66,5,5,2.3475279530497364,92.06250934793219,0.8200000000000003,0.17999999999999972,57.88039143892915,289.4019571946458,9303301.722456936,20780349610.01522,1006.0,0.44467302011400867,0.467428855233028,0.3667715746260481,AN,230.0,0.0,50.0,237.212.207.126,12344,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H043,AC043,True,3.999305382954411,21.396962819091613,21.514453669614284,0.30000000000000004,22.014453669614284,20.896962819091613,22.692975420784563,22.210420882382156,21.345852587989924,0,0,0,0,0,18,4.689999999999943,82.2340672329782,2.4,11800.0,-8800.0,2950.51236904619,-2200.382105729362,8.22340672329782,1.7968203866297223,120,120,1,23,5,5,1.299418342756698,197.3617613591477,0.7100000000000002,0.2899999999999998,111.69894498017158,558.4947249008578,17268785.956694074,71772578135.86761,1006.0,0.47786804238914443,0.5140891351920686,0.6254344508244961,BN,230.0,120.0,50.0,235.58.5.161,11050,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H044,AC044,True,3.994249890709285,21.393490065403366,21.574072442654273,0.30000000000000004,22.074072442654273,20.893490065403366,21.418559687143514,21.905598914748463,21.813564373971424,1,0,0,0,0,18,2.2099999999999955,52.60014950920435,2.4,7600.0,-5700.0,1902.7352338865355,-1427.0514254149016,5.260014950920436,1.79522063789608,120,120,7,8,5,5,1.3437733578940503,126.24035882209043,0.9400000000000004,0.05999999999999961,77.93586648142015,389.67933240710073,14624011.48100274,9498324597.774023,1006.0,0.4377152039433873,0.5074940137428947,1.424673124468171,CN,230.0,-120.0,50.0,233.68.137.22,12404,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H045,AC045,True,4.007307506984385,22.64496469009903,21.00581209215096,0.2,21.50581209215096,22.14496469009903,21.54318627843947,20.809216967994768,21.28727374895514,0,1,0,0,1,18,7.61999999999988,50.560543419536884,2.4,7300.0,-5500.0,1821.6720297298725,-1372.492625138945,5.056054341953689,1.7923535557167583,120,60,69,87,5,5,2.7271720775003034,121.34530420688851,0.8800000000000003,0.11999999999999966,72.20576751413657,361.02883757068287,13159703.137119545,18260041377.052532,1006.0,0.46061396641745145,0.4996828848252082,-1.063559034829567,AN,230.0,0.0,50.0,227.249.174.227,10359,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H046,AC046,True,4.002095978754512,21.883964877620816,21.01751785604887,0.1,21.51751785604887,21.383964877620816,21.976633074344633,21.299301671914247,22.44205443353069,0,0,0,0,1,18,2.229999999999995,66.92113005488025,2.4,9600.0,-7200.0,2398.7430713712183,-1799.0573035284137,6.692113005488025,1.801845045591667,120,120,47,108,5,5,1.8500962859867816,160.6107121317126,0.7800000000000002,0.21999999999999975,90.43972165254476,452.19860826272384,15438658.324210847,44309283262.89681,1006.0,0.5223649739591039,0.4705057492923387,-0.24865230542255762,BN,230.0,120.0,50.0,227.165.158.32,10715,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H047,AC047,True,4.0051570342798,22.248133565799172,22.0734865208498,0.30000000000000004,22.5734865208498,21.748133565799172,22.478423152158864,22.274500423798827,21.399499323085674,1,0,0,0,0,18,6.369999999999907,91.5083343941152,2.4,13200.0,-9900.0,3295.7509248756833,-2471.8131936567625,9.15083343941152,1.8067577548068239,60,120,20,20,5,5,3.600331002484608,219.62000254587647,0.55,0.44999999999999996,119.6863396315446,598.431698157723,14885897.60110133,123931567436.63809,1006.0,0.5324917685530676,0.4838019473018502,1.3465554185886661,CN,230.0,-120.0,50.0,236.134.225.244,12028,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H048,AC048,True,4.0057836171600165,22.033555649375486,22.168782188894944,0.4,22.668782188894944,21.533555649375486,22.62278142991475,22.706351073350717,21.642977092726905,1,0,0,0,1,18,6.069999999999913,93.76346229220972,2.4,13500.0,-10100.0,3370.127118741153,-2521.3543629100477,9.376346229220973,1.7919273910158882,120,60,0,51,5,5,1.5726847771486976,225.03230950130333,0.7900000000000003,0.20999999999999974,121.06755181130627,605.3377590565314,21908488.406436484,59260008384.07314,1006.0,0.5629412989574426,0.472232194875014,-1.2477004027125043,AN,230.0,0.0,50.0,237.132.222.9,10147,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H049,AC049,True,4.000902764553247,22.882911411279,21.611819249415394,0.30000000000000004,22.111819249415394,22.382911411279,21.455552456726373,20.6222796039418,22.120227718658004,1,0,0,0,0,18,7.819999999999876,162.30824069548638,2.4,23400.0,-17600.0,5848.680004752106,-4399.007183061413,16.23082406954864,1.799394411586539,120,120,81,25,5,5,1.3310355434176637,389.5397776691673,0.9200000000000004,0.07999999999999963,206.46464589690993,1032.3232294845498,44165188.14102352,39078630495.77068,1006.0,0.494992508683767,0.5574083816583127,-0.47553012027414154,BN,230.0,120.0,50.0,228.27.214.91,10607,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H050,AC050,True,4.013713530564956,21.568968358157413,22.36240561180195,0.1,22.86240561180195,21.068968358157413,22.021728749505016,23.148817949248148,22.51566471808496,0,0,0,0,1,18,6.9499999999998945,134.56143743487806,2.4,19400.0,-14600.0,4833.429155386017,-3637.5291581771053,13.456143743487807,1.7936350650132071,60,120,11,110,5,5,1.7596469313438916,322.9474498437073,0.7900000000000003,0.20999999999999974,169.2447700136474,846.2238500682371,31441220.491709486,85044981441.84178,1006.0,0.4346468368267502,0.5346903812181515,1.08936043909467,CN,230.0,-120.0,50.0,238.202.23.77,10003,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H051,AC051,True,4.009112809611965,21.14347347713821,22.611499620925475,0.2,23.111499620925475,20.64347347713821,22.68943605260784,21.759244122280354,21.95817545999426,0,0,0,0,1,18,6.039999999999914,111.64632193114828,2.4,16100.0,-12100.0,4015.8510784230816,-3018.124102417347,11.164632193114828,1.7991103455203175,60,60,13,33,5,5,3.376315528663879,267.95117263475584,0.5,0.5,145.2310356722209,726.1551783611046,16510723.77784069,168005385241.99194,1006.0,0.5511408887772211,0.5535632493261085,0.9933106557038979,AN,230.0,0.0,50.0,227.123.234.19,10780,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H052,AC052,True,3.997082017897615,22.298667370549854,21.99035101507368,0.1,22.49035101507368,21.798667370549854,20.59869450462503,22.14061411707637,22.400983892861664,1,1,0,0,1,18,8.379999999999864,85.52944389594613,2.4,12300.0,-9200.0,3077.2448363392737,-2301.679064578969,8.552944389594613,1.8009857063551533,60,120,2,29,5,5,3.980008185259307,205.27066535027072,0.6600000000000001,0.33999999999999986,114.95199343602714,574.7599671801357,16695955.210777901,87519200878.74138,1006.0,0.497561704799229,0.4843483709579308,-1.1824721160877147,BN,230.0,120.0,50.0,229.153.86.42,11923,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H053,AC053,True,3.9865210096900725,22.731749743867166,22.01158778751898,0.4,22.51158778751898,22.231749743867166,21.80630548918075,21.004270980366556,22.075816443083987,1,0,0,0,0,18,4.34999999999995,43.911647228695216,2.4,6300.0,-4700.0,1580.3252973423528,-1178.9728408744536,4.391164722869521,1.8037827959069959,60,60,71,3,5,5,2.770281696083275,105.38795334886852,0.6000000000000001,0.3999999999999999,64.69438857615167,323.4719428807583,7792605.063730616,52862597399.792435,1006.0,0.46251311536127365,0.4318737194472861,0.5047654152935258,CN,230.0,-120.0,50.0,232.43.164.205,10702,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H054,AC054,True,3.9797159945274716,21.960945912230006,22.59434845749629,0.2,23.09434845749629,21.460945912230006,23.067342799143407,21.744822828826873,22.40023791942228,1,0,0,0,0,18,7.029999999999893,160.06692593119752,2.4,23000.0,-17200.0,5779.3068730601435,-4321.916444201498,16.00669259311975,1.7947098591163206,120,60,88,88,5,5,2.0432004486315316,384.16062223487404,0.54,0.45999999999999996,198.4473661374098,992.236830687049,25565073.838972807,221599213329.96472,1006.0,0.44139923810932086,0.49724012713040283,-0.33363048490309927,AN,230.0,0.0,50.0,233.131.180.177,11132,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H055,AC055,True,4.007241909290643,21.457562616008378,21.449837031490972,0.4,21.949837031490972,20.957562616008378,21.02528751850357,21.210545356183626,21.672931259049932,1,0,0,0,1,18,8.339999999999865,90.5495514163679,2.4,13000.0,-9800.0,3244.1265823907406,-2445.5723467253274,9.05495514163679,1.8018803988502967,120,120,112,22,5,5,3.963719159343053,217.31892339928297,0.8600000000000003,0.13999999999999968,122.13681506655455,610.6840753327727,23032254.01381184,38152510191.978035,1006.0,0.45784451911840884,0.4644665828454713,-0.5197544531135012,BN,230.0,120.0,50.0,236.20.95.210,10438,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H056,AC056,True,4.000580666420241,22.73717728503866,22.89128115007621,0.4,23.39128115007621,22.23717728503866,21.535062985037857,22.553536642290364,21.53342213412144,0,0,0,0,0,18,8.919999999999852,27.802201553563336,2.4,4000.0,-3000.0,999.8548544652243,-749.8911408489182,2.780220155356334,1.804963145596179,60,120,65,90,5,5,2.5441262630352353,66.725283728552,0.6300000000000001,0.3699999999999999,43.22792242634628,216.1396121317314,5180496.970538587,30959197144.373547,1006.0,0.4980956389722948,0.47739894893516166,-0.5076386895320697,CN,230.0,-120.0,50.0,230.87.6.110,11763,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H057,AC057,True,4.006519531789162,21.528459001729086,22.178091419832768,0.1,22.678091419832768,21.028459001729086,21.069930225576137,22.14963395316716,21.40701925212986,0,0,0,0,1,18,6.6199999999999015,148.41454330434868,2.4,21400.0,-16100.0,5341.294315478742,-4018.450396224661,14.84145433043487,1.8074328989425847,60,60,9,2,5,5,1.3586750346873289,356.19490393043685,0.5800000000000001,0.41999999999999993,193.71600128271464,968.5800064135732,25459867.59441506,187600732002.08246,1006.0,0.49734386517377843,0.5127222514285074,-1.2039829519221157,AN,230.0,0.0,50.0,231.252.154.25,11675,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H058,AC058,True,3.987383364549256,22.270230053742793,22.477251605415276,0.1,22.977251605415276,21.770230053742793,22.769352079843074,23.87642294722676,22.544658773469823,1,1,0,0,1,18,5.699999999999921,104.14892947030489,2.4,15000.0,-11200.0,3761.865521474793,-2808.8595893678453,10.41489294703049,1.7950761069959313,60,120,88,95,5,5,1.1430390420471401,249.95743072873174,0.8100000000000003,0.18999999999999972,141.95478642936266,709.7739321468133,24951204.535246585,59554857445.42754,1006.0,0.5202440556865091,0.47582012582888034,-1.2124990671289553,BN,230.0,120.0,50.0,235.68.178.219,10865,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H059,AC059,True,4.001735018698233,21.92379267900901,22.014036523427837,0.1,22.514036523427837,21.42379267900901,22.23462652709471,21.537706468367187,22.144728912332305,1,1,0,0,0,18,3.4299999999999695,161.35734415078633,2.4,23200.0,-17400.0,5797.485313644524,-4348.113985233393,16.135734415078634,1.8004430134989784,120,60,101,59,5,5,1.1052345082089554,387.2576259618872,0.52,0.48,200.08147932615793,1000.4073966307897,24816684.978303786,233098110218.97913,1006.0,0.5068849160383212,0.4958619832101188,0.2053433984988445,CN,230.0,-120.0,50.0,226.201.238.17,10199,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H060,AC060,True,4.004135503992124,22.492752555162486,22.226982302665014,0.4,22.726982302665014,21.992752555162486,22.889871608143327,23.25443067830101,22.455100429446002,1,1,0,0,0,18,7.849999999999875,88.73200357151264,2.4,12800.0,-9600.0,3196.695013752256,-2397.5212603141917,8.873200357151264,1.8034411106950126,120,120,107,38,5,5,1.25629578232354,212.95680857163032,0.8300000000000003,0.1699999999999997,120.78583286033859,603.9291643016929,21782617.608585253,45398132451.30007,1006.0,0.5758982441177309,0.5066481836330959,0.5107777303188012,AN,230.0,0.0,50.0,226.102.53.91,11781,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H061,AC061,True,4.004135666698393,21.340225336205165,22.34039896382439,0.4,22.84039896382439,20.840225336205165,22.621919474163086,21.997948116328352,23.005047052348026,0,1,0,0,1,18,6.179999999999911,120.32781162631903,2.4,17300.0,-13000.0,4320.532928961596,-3246.6432414162277,12.032781162631904,1.7944818957860926,60,60,116,28,5,5,1.2224344552425925,288.7867479031657,0.9300000000000004,0.06999999999999962,151.98723524457267,759.9361762228634,33097916.355091974,25349700730.939743,1006.0,0.5209630239787245,0.5517840599622913,0.5874317871616276,BN,230.0,120.0,50.0,230.129.39.157,11038,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H062,AC062,True,4.0128103842720355,22.23444359760804,21.59469550653768,0.30000000000000004,22.09469550653768,21.73444359760804,19.625099407661157,22.001968839634543,21.9353164760264,1,0,0,0,1,18,7.959999999999873,110.59155613669735,2.4,15900.0,-11900.0,3962.310320547185,-2965.502692736572,11.059155613669736,1.7917295249561371,60,60,25,94,5,5,3.2266784240244073,265.41973472807365,0.8200000000000003,0.17999999999999972,146.78973941313194,733.9486970656596,26821774.604661185,59910542522.820694,1006.0,0.5260736054579037,0.553088301383065,0.30937659379301685,CN,230.0,-120.0,50.0,233.219.245.165,10393,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H063,AC063,True,4.013362000488723,22.971273786274725,22.488838075185026,0.2,22.988838075185026,22.471273786274725,23.071190723619594,22.88409933319819,22.328797497464027,1,0,0,0,0,18,7.789999999999877,92.34444527657234,2.4,13300.0,-10000.0,3313.9298170412753,-2491.6765541663726,9.234444527657235,1.8004044091847815,120,60,37,31,5,5,2.5200241241884522,221.62666866377361,0.7700000000000002,0.22999999999999976,120.97106715719586,604.8553357859793,21030673.891364668,63921563776.00552,1006.0,0.5532320461569781,0.4755055449454322,0.3391940657554785,AN,230.0,0.0,50.0,225.51.105.249,10473,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H064,AC064,True,3.993495771482567,21.64547401947044,21.05102475718029,0.30000000000000004,21.55102475718029,21.14547401947044,19.638306926828328,20.7205540154086,22.844852845392897,0,0,0,0,1,18,5.189999999999932,133.0837215790547,2.4,19200.0,-14400.0,4807.817786388212,-3605.863339791159,13.30837215790547,1.797472126907791,120,120,9,84,5,5,1.1176209101942944,319.40093178973126,0.5,0.5,169.5275036947032,847.637518473516,19680975.8558271,200264384232.1615,1006.0,0.5520562963673331,0.4781423643008485,0.15031695766216813,BN,230.0,120.0,50.0,229.213.189.219,10057,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
