house,name,volume,heating_power,air_part,material_part,cooling_power,ventilation_power,standby_power,heating_power_thermal,cooling_power_thermal,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,temp_refill,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,R_value,surface_area,Ua,Um,U,Ca,Cm,Cp,location,mass_change,schedule,schedule_skew,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H156,WH156,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,3.493360652158467,3.8607380109246296,0,133,5,5,0.98,57.0,99999,4.0,61.0,50.0,59.601939628798476,59.601939628798476,20.0,12.947303075522942,0,0,0,0,1,66.80051950126054,1.315690243393856,1.2236460031989773,0.9300411015001159,122.36460031989773,0.015500685025001931,565111.856029437,12663.267757905576,4186,inside,5.373990241524262e-06,P4,-733,True,CN,230.0,-120.0,50.0,227.107.112.240,12918,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,5.74034207608059,3.743329133527366,5,5
H157,WH157,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,2.071252092853602,4.947041415557656,0,61,5,5,1.0,57.0,99999,4.0,61.0,50.0,53.32370722271113,53.32370722271113,19.99163129519502,13.361678438145706,0,0,0,0,1,45.23266766992428,0.9790988701995434,2.083758831471218,2.128241482953138,208.3758831471218,0.035470691382552294,1255804.12450986,21564.403395129342,4186,inside,4.46936077142061e-06,P4,-239,True,AN,230.0,0.0,50.0,224.141.17.160,11017,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,6.990291989213303,3.636389327785598,5,5
H158,WH158,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,2.694481590650764,4.002130604786242,0,24,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.639752536463625,55.639752536463625,19.996371835368954,13.413905014930226,0,0,0,0,1,79.54729054873341,1.0405885693223371,2.5242940554414575,2.4258329659390303,252.42940554414574,0.04043054943231717,1674405.4993464802,26123.414320952554,4186,outside,4.97498704698202e-06,P4,-881,True,BN,230.0,120.0,50.0,229.223.5.73,11343,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,2.577398505747708,4.115736148584974,5,5
H159,WH159,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,3.7243437651914184,2.239349630963096,0,57,5,5,1.0,57.0,99999,4.0,61.0,50.0,54.66952262985914,54.66952262985914,20.0,13.025610187384284,0,0,0,0,1,32.97604079695458,0.8805509190494242,2.5242940554414575,2.8667212773640545,252.42940554414574,0.04777868795606758,1674405.4993464802,26123.414320952554,4186,outside,4.6410137726983224e-06,P4,-454,True,CN,230.0,-120.0,50.0,233.120.177.67,12638,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,7.376003197003971,3.4755422757078254,5,5
H160,WH160,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,2.9864605959790858,4.767738075996478,0,192,5,5,0.98,57.0,99999,4.0,61.0,50.0,56.075046551468965,56.075046551468965,19.988679078467168,12.844559634483959,0,0,0,0,1,60.05727062949799,1.114312936086182,1.4658250117957676,1.3154518486918105,146.58250117957675,0.021924197478196843,740924.4334608173,15169.52988207204,4186,outside,6.463582219748316e-06,P1,871,True,AN,230.0,0.0,50.0,235.164.158.45,12265,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,7.528208514891509,4.094149751548441,5,5
H161,WH161,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.6663921001238315,3.995447268110553,0,70,5,5,1.0,57.0,99999,4.0,61.0,50.0,52.54978709088118,52.54978709088118,20.0,12.907603956462918,0,0,0,0,1,47.65656761062438,1.0771107101128061,1.8452701486440286,1.713166651597748,184.52701486440284,0.02855277752662913,1046503.4370915501,19096.33171428732,4186,outside,5.014015472807917e-06,P4,590,True,BN,230.0,120.0,50.0,230.64.109.101,12699,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,4.216816435016807,4.502400742953853,5,5
H162,WH162,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,3.0407664629615114,4.612521980771625,0,261,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.762537411596,50.762537411596,20.0,12.549886766059084,0,0,0,0,1,64.13295345858877,1.2200028474845108,2.5242940554414575,2.0690886588061885,252.42940554414574,0.03448481098010314,1674405.4993464802,26123.414320952554,4186,inside,6.159110439494379e-06,P3,763,True,CN,230.0,-120.0,50.0,225.148.107.5,10549,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,4.538720042050606,3.104465158001947,5,5
H163,WH163,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,2.5710866009065434,3.0987815617411267,0,199,5,5,0.98,57.0,99999,4.0,61.0,50.0,51.97359840822503,51.97359840822503,19.999486399978313,13.873046073591304,0,0,0,0,1,33.965245931350246,1.0881864637135639,1.4658250117957676,1.3470347782065475,146.58250117957675,0.022450579636775787,740924.4334608173,15169.52988207204,4186,outside,4.938666671717357e-06,P4,-793,True,AN,230.0,0.0,50.0,230.123.112.200,10630,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,9.54391570869965,3.647160305997326,5,5
H164,WH164,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,4.470211848541259,2.3071521045586176,0,91,5,5,1.0,57.0,99999,4.0,61.0,50.0,58.118073216852295,58.118073216852295,20.0,12.95299457449455,0,0,0,0,1,78.26006207303513,1.3704920967789613,1.2236460031989773,0.8928515575353456,122.36460031989773,0.014880859292255761,565111.856029437,12663.267757905576,4186,outside,5.9983385477149305e-06,P3,-27,True,BN,230.0,120.0,50.0,236.207.157.198,12046,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,9.725105116335682,4.468634241295596,5,5
H165,WH165,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,2.843466675965282,3.4387327371134497,0,164,5,5,1.0,57.0,99999,4.0,61.0,50.0,57.47678974981647,57.47678974981647,19.99032788680522,13.018622132795423,0,0,0,0,1,31.967188310386014,1.1362092444368368,1.2236460031989773,1.0769548031669807,122.36460031989773,0.01794924671944968,565111.856029437,12663.267757905576,4186,outside,6.4323952768340545e-06,P3,-740,True,CN,230.0,-120.0,50.0,231.153.143.40,11625,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,0.4778722385912071,4.230399607855855,5,5
H166,WH166,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,4.7378429579906545,2.7726449771082127,0,271,5,5,1.0,57.0,99999,4.0,61.0,50.0,52.838594101807296,52.838594101807296,20.0,13.486507209346305,0,0,0,0,1,53.34475211270227,1.3523407131615353,1.8452701486440286,1.3645009210216787,184.52701486440284,0.02274168201702798,1046503.4370915501,19096.33171428732,4186,outside,3.954169021230777e-06,P4,67,True,AN,230.0,0.0,50.0,228.177.156.109,10783,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,9.116285540441751,4.002032126992415,5,5
H167,WH167,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,3.797664747362222,3.0246714639493795,0,205,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.42016523786125,50.42016523786125,19.971382126915778,13.253508246980909,0,0,0,0,1,58.07946862565988,1.3880636828967852,1.4658250117957676,1.0560214418525096,146.58250117957675,0.01760035736420849,740924.4334608173,15169.52988207204,4186,outside,6.386648639186354e-06,P3,323,True,BN,230.0,120.0,50.0,230.223.211.219,12488,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,2.6888754559493755,3.680151200801782,5,5
H168,WH168,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.573975820024302,4.214262983871668,0,299,5,5,1.0,57.0,99999,4.0,61.0,50.0,52.767664112060444,52.767664112060444,20.0,13.04898488503236,0,0,0,0,1,24.643547158876242,1.2369939618946244,1.4658250117957676,1.1849896256168118,146.58250117957675,0.01974982709361353,740924.4334608173,15169.52988207204,4186,outside,5.658505131987692e-06,P3,-750,True,CN,230.0,-120.0,50.0,229.132.222.88,11488,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,8.23074137307211,3.8172686764062496,5,5
H169,WH169,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,2.3215165845003645,3.506282361092601,0,156,5,5,0.9876582532950731,57.0,99999,4.0,61.0,50.0,50.96920830568633,50.96920830568633,20.0,12.994701522005405,0,0,0,0,1,76.11426728001578,1.195312152886368,1.4658250117957676,1.226311477095068,146.58250117957675,0.02043852461825113,740924.4334608173,15169.52988207204,4186,outside,4.2492927526245005e-06,P3,-231,True,AN,230.0,0.0,50.0,236.113.241.228,10657,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,0.6607332364206464,3.582107017337501,5,5
H170,WH170,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.1195843345848635,2.7176520296112296,0,268,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.1481825510843,57.1481825510843,19.997922462983276,12.768863162118388,0,0,0,0,1,58.96205556958618,1.308836049534789,1.4658250117957676,1.11994547546026,146.58250117957675,0.018665757924337667,740924.4334608173,15169.52988207204,4186,outside,4.774443752503283e-06,P3,150,True,BN,230.0,120.0,50.0,225.230.10.207,10784,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,5.186548053798864,4.311468261375869,5,5
H171,WH171,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,4.4649567383593105,2.5787629024351797,0,258,5,5,1.0,57.0,99999,4.0,61.0,50.0,53.9026640855926,53.9026640855926,20.0,12.220559771008693,0,0,0,0,1,42.9659328828118,1.4327301732241133,2.083758831471218,1.4543972552641065,208.3758831471218,0.02423995425440177,1255804.12450986,21564.403395129342,4186,inside,5.556237071497969e-06,P1,-16,True,CN,230.0,-120.0,50.0,228.249.26.26,10779,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,0.9077430230983752,4.239510389279903,5,5
H172,WH172,0.18,2000.0,1.0,0.0,0,0,0,2000.0,0,3.970723716597138,3.74806147836858,0,275,5,5,0.98,57.0,99999,4.0,61.0,50.0,54.489784137180266,54.489784137180266,19.9987176432139,12.901276252084527,0,0,0,0,1,53.317253101939016,1.3128292566016733,1.4823415671664024,1.129119845335806,148.23415671664023,0.018818664088930098,753482.474705916,15340.456410291667,4186,outside,6.326401748634672e-06,P3,-889,True,AN,230.0,0.0,50.0,238.213.142.115,11766,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,3.9092191629103157,4.2409347100928425,5,5
H173,WH173,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.9693886398877587,3.3506531948887464,0,102,5,5,0.98,57.0,99999,4.0,61.0,50.0,58.420157242129775,58.420157242129775,19.987832728602314,13.591852761101627,0,0,0,0,1,34.67162537278642,1.0117368652003556,1.8452701486440286,1.823863706180764,184.52701486440284,0.030397728436346066,1046503.4370915501,19096.33171428732,4186,outside,3.88970898461366e-06,P3,-265,True,BN,230.0,120.0,50.0,237.149.178.205,11368,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,2.9728061995149413,4.404290994162312,5,5
H174,WH174,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,3.7088573151841264,2.2576381888823636,0,274,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.83740559064138,50.83740559064138,20.0,13.796468863803293,0,0,0,0,1,74.04126095539822,1.0341497676348776,1.2236460031989773,1.1832386773121668,122.36460031989773,0.019720644621869447,565111.856029437,12663.267757905576,4186,inside,5.771644025147674e-06,P4,680,True,CN,230.0,-120.0,50.0,236.151.180.18,10623,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,0.7867956272765242,3.7081363615910465,5,5
H175,WH175,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,3.3316584025004374,3.7339691509195942,0,297,5,5,0.98,57.0,99999,4.0,61.0,50.0,52.45492803923317,52.45492803923317,20.0,12.536616246840417,0,0,0,0,1,37.62823444742871,1.4044653545024652,1.4823415671664024,1.0554490094143512,148.23415671664023,0.01759081682357252,753482.474705916,15340.456410291667,4186,outside,5.848690545662407e-06,P3,-262,True,AN,230.0,0.0,50.0,234.110.104.50,11530,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,5.776181775132732,4.544652938474792,5,5
H176,WH176,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,2.201549197271721,2.4258029935570162,0,78,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.634117934274514,50.634117934274514,19.99257997925556,12.807974524760526,0,0,0,0,1,37.382039919751215,1.1059240234569958,1.4658250117957676,1.3254301206096972,146.58250117957675,0.022090502010161616,740924.4334608173,15169.52988207204,4186,outside,6.127440449220836e-06,P5,131,True,BN,230.0,120.0,50.0,224.145.151.1,11140,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,2.7592309953079353,4.0430715537915995,5,5
H177,WH177,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.940928003983132,2.9892860410524182,0,231,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.04828000775288,55.04828000775288,19.988583114608865,13.492515938239782,0,0,0,0,1,20.78334663843051,1.2190601277626256,1.4658250117957676,1.2024222418676234,146.58250117957675,0.02004037069779372,740924.4334608173,15169.52988207204,4186,inside,4.656186837553082e-06,P1,688,True,CN,230.0,-120.0,50.0,235.57.160.141,10093,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,1.5448578397243562,4.268711299946411,5,5
H178,WH178,0.18,2000.0,1.0,0.0,0,0,0,2000.0,0,2.4207674476787386,3.3133097322326672,0,247,5,5,0.9999065520934662,57.0,99999,4.0,61.0,50.0,56.03074007493764,56.03074007493764,19.9990925399815,12.882378025649254,0,0,0,0,1,25.603769682034354,1.091134612193567,1.4823415671664024,1.3585322567912779,148.23415671664023,0.02264220427985463,753482.474705916,15340.456410291667,4186,outside,6.766318700094564e-06,P3,816,True,AN,230.0,0.0,50.0,237.90.86.24,12877,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,2.962798031672053,4.4232950779795805,5,5
H179,WH179,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.936270964696079,2.446897828386943,0,141,5,5,0.98,57.0,99999,4.0,61.0,50.0,54.11073247748416,54.11073247748416,19.986380246922955,12.316752630327194,0,0,0,0,1,49.30444873878183,1.2149761616354915,1.4658250117957676,1.2064640098144856,146.58250117957675,0.020107733496908094,740924.4334608173,15169.52988207204,4186,outside,4.7063490184538e-06,P4,-444,True,BN,230.0,120.0,50.0,233.93.121.13,11736,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,8.410949843512105,3.3214947347560244,5,5
H180,WH180,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,4.569581114558346,2.8241218134484716,0,127,5,5,1.0,57.0,99999,4.0,61.0,50.0,57.73737670086654,57.73737670086654,19.99085552053232,12.941306518312107,0,0,0,0,1,48.86599147650816,1.3011487366831707,2.5242940554414575,1.9400503449561604,252.42940554414574,0.03233417241593601,1674405.4993464802,26123.414320952554,4186,inside,6.403879738272854e-06,P3,883,True,CN,230.0,-120.0,50.0,225.170.173.88,12993,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,5.875216643442788,4.361389391083569,5,5
H181,WH181,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.245881527588125,3.667116408202853,0,233,5,5,1.0,57.0,99999,4.0,61.0,50.0,58.037168618202514,58.037168618202514,20.0,12.890628760666628,0,0,0,0,1,70.55699165571156,0.9661329783327609,1.4658250117957676,1.5172083395034468,146.58250117957675,0.02528680565839078,740924.4334608173,15169.52988207204,4186,outside,4.241241879856165e-06,P4,-422,True,AN,230.0,0.0,50.0,228.57.67.192,12653,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,0.48075523990948277,4.286644834393394,5,5
H182,WH182,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,3.438963432493059,4.445243257854914,0,0,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.535087839506204,50.535087839506204,19.999697857132706,13.005959889152845,0,0,0,0,1,52.386332873723845,1.3202042927039428,1.8452701486440286,1.3977156102595951,184.52701486440284,0.023295260170993252,1046503.4370915501,19096.33171428732,4186,inside,6.259966095133852e-06,P2,-449,True,BN,230.0,120.0,50.0,226.143.89.219,10683,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,8.88826748510602,3.312847483924273,5,5
H183,WH183,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,2.6461508304695736,2.6763853849355517,0,138,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.89586569609915,55.89586569609915,20.0,13.12769099576611,0,0,0,0,1,22.684824995229803,1.1427474165750455,2.5242940554414575,2.2089693827592076,252.42940554414574,0.03681615637932013,1674405.4993464802,26123.414320952554,4186,inside,6.391826669039985e-06,P4,222,True,CN,230.0,-120.0,50.0,225.221.8.206,10539,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,9.553957401269349,3.737871013974114,5,5
H184,WH184,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,3.7191569084922147,2.152018154437645,0,18,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.63195316123302,50.63195316123302,19.98737867486975,12.855310660892433,0,0,0,0,1,34.41401445810371,1.180536962663906,2.083758831471218,1.7650941032538052,208.3758831471218,0.02941823505423009,1255804.12450986,21564.403395129342,4186,outside,6.798532710944456e-06,P3,870,True,AN,230.0,0.0,50.0,229.85.172.209,11246,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,1.8733530269948884,4.769632666370408,5,5
H185,WH185,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,4.971245477616081,2.64862275898434,0,253,5,5,1.0,57.0,99999,4.0,61.0,50.0,56.48959122664333,56.48959122664333,19.993795994906133,13.021608564547503,0,0,0,0,1,59.03603994407504,1.176233875755176,2.5242940554414575,2.1460817508089436,252.42940554414574,0.03576802918014906,1674405.4993464802,26123.414320952554,4186,outside,6.045770281065328e-06,P5,-850,True,BN,230.0,120.0,50.0,230.216.214.249,10172,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,1.552330923113322,4.7081276056425505,5,5
H186,WH186,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,3.833069863752181,2.5022000968828975,0,38,5,5,1.0,57.0,99999,4.0,61.0,50.0,52.16293326784333,52.16293326784333,20.0,12.720539663724695,0,0,0,0,1,61.23369599075096,1.4022094579008009,2.5242940554414575,1.8002260940533739,252.42940554414574,0.030003768234222898,1674405.4993464802,26123.414320952554,4186,outside,4.4074482880900356e-06,P4,-11,True,CN,230.0,-120.0,50.0,227.102.111.100,10694,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,8.428333247376898,4.385971672037392,5,5
H187,WH187,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,3.8987781782544535,4.376443378743092,0,80,5,5,1.0,57.0,99999,4.0,61.0,50.0,52.33064864721995,52.33064864721995,19.990059447435755,12.861937456462158,0,0,0,0,1,43.69802288781273,1.009444103455397,2.083758831471218,2.0642637114213334,208.3758831471218,0.034404395190355555,1255804.12450986,21564.403395129342,4186,inside,5.455204635441129e-06,P3,600,True,AN,230.0,0.0,50.0,232.191.128.218,12497,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,0.5588853637994251,3.051048109911034,5,5
H188,WH188,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,4.8620351073213754,4.825492053723893,0,114,5,5,1.0,57.0,99999,4.0,61.0,50.0,58.678043526357115,58.678043526357115,20.0,13.40103141981912,0,0,0,0,1,38.37082052321778,1.333487977216631,1.2236460031989773,0.9176280732227333,122.36460031989773,0.01529380122037889,565111.856029437,12663.267757905576,4186,outside,5.502866756626504e-06,P3,-845,True,BN,230.0,120.0,50.0,224.68.27.52,10553,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,7.187835446583243,4.756303763032319,5,5
H189,WH189,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,4.788612653876951,3.2950456139682256,0,100,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.220041127338874,50.220041127338874,19.984136722224974,13.827516671132,0,0,0,0,1,21.927454691159245,1.704634587834581,2.5242940554414575,1.4808417437124166,252.42940554414574,0.024680695728540276,1674405.4993464802,26123.414320952554,4186,inside,3.94425976168885e-06,P3,-222,True,CN,230.0,-120.0,50.0,232.55.2.229,10032,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,6.279147826029683,4.447493025458038,5,5
H190,WH190,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,3.54206521232836,2.6418625414298536,0,101,5,5,1.0,57.0,99999,4.0,61.0,50.0,56.83506856441857,56.83506856441857,19.99630710285478,12.397195266290991,0,0,0,0,1,52.7938314612171,1.2846466962571839,2.083758831471218,1.6220481767806247,208.3758831471218,0.02703413627967708,1255804.12450986,21564.403395129342,4186,outside,5.814589349033364e-06,P3,106,True,AN,230.0,0.0,50.0,238.4.207.119,10206,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,1.5387163577958551,4.537290631037212,5,5
H191,WH191,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,2.4602137980270604,3.927213331282249,0,285,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.30377448669762,57.30377448669762,19.98148291914799,13.126815298243576,0,0,0,0,1,40.092739136373126,1.144165087977541,1.4823415671664024,1.2955661580153892,148.23415671664023,0.021592769300256488,753482.474705916,15340.456410291667,4186,outside,5.4910437820735015e-06,P5,-308,True,BN,230.0,120.0,50.0,231.1.162.240,12342,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,8.231609839317075,4.306803779683844,5,5
H192,WH192,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,2.3653349280871097,3.983024842490791,0,175,5,5,1.0,57.0,99999,4.0,61.0,50.0,53.23085302108424,53.23085302108424,20.0,12.661039651564966,0,0,0,0,1,74.86630700409991,1.2728248679787992,2.083758831471218,1.6371135447566745,208.3758831471218,0.027285225745944577,1255804.12450986,21564.403395129342,4186,outside,6.391059430945739e-06,P4,-845,True,CN,230.0,-120.0,50.0,232.40.215.137,10754,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,1.3119749120392254,4.076863773415399,5,5
H193,WH193,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,4.9447779643514185,4.946977233038353,0,108,5,5,1.0,57.0,99999,4.0,61.0,50.0,56.515906370241034,56.515906370241034,20.0,12.89010969812215,0,0,0,0,1,77.10290963884374,1.2175669324806853,2.083758831471218,1.711412141610764,208.3758831471218,0.028523535693512736,1255804.12450986,21564.403395129342,4186,inside,5.737415266502e-06,P5,291,True,AN,230.0,0.0,50.0,231.230.138.140,12614,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,1.899304655443007,3.3226645503901864,5,5
H194,WH194,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,3.3032829192135327,4.997910289874141,0,292,5,5,0.98,57.0,99999,4.0,61.0,50.0,55.08142157470769,55.08142157470769,20.0,12.259760166736239,0,0,0,0,1,36.15946577888063,1.3247225894720749,2.083758831471218,1.572977503389319,208.3758831471218,0.026216291723155316,1255804.12450986,21564.403395129342,4186,inside,5.653493584246159e-06,P1,-336,True,BN,230.0,120.0,50.0,231.220.252.17,11727,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,5.576948874169968,4.24904294928885,5,5
